,id_prodotto,descrizione,cat1,cat2,cat3,iva,pzxcar,um,costo,prezzo_vendita,brand
13117,COD_E1124A8C55,sacchetti gelo ,CURA CASA,USA E GETTA - AVVOL E SACCHETTI,SACCHETTI E VASCHETTE ALIMENTI,22,24.0,PZ,0.27,0.89,B095
13121,COD_588D19D630,vaschette c/c 4,CURA CASA,USA E GETTA - AVVOL E SACCHETTI,SACCHETTI E VASCHETTE ALIMENTI,22,24.0,PZ,1.2,1.99,B095
13124,COD_F40CC31549,scopa 2/1 doppi,BAZAR LEGGERO,CASA ARREDO,PULIZIA CASA,22,6.0,PZ,3.11,4.79,B084
13135,COD_E46DE1AF6E,tavoletta excel,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,20.0,PZ,2.07,3.69,B027
13165,COD_980084FED4,the aromat 25 f,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,TEA,10,12.0,PZ,2.15,3.49,B074
13167,COD_5C64F6AB37,biscotti 800g g,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,3.31,4.59,B012
13190,COD_EF11E96C07,carta ig. maxi ,CURA PERSONA,IGIENICO SANITARI - COTONE E CARTA,CARTA IGIENICA,22,9.0,PZ,2.12,3.19,B091
13194,COD_635D479F06,soyadrink lt1 g,FRESCHI,LATTICINI UHT ED ASSIMILABILI,SOST. LATTE UHT,22,10.0,PZ,0.99,1.79,B043
13200,COD_9A60CF1529,gran ragu' 180g,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,2.67,3.69,B051
13201,COD_AB130BF2A2,pesto tigullio ,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,1.98,2.79,B051
13202,COD_DDB2AE09A4,pesto tigullio ,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,12.0,PZ,1.68,2.49,B051
13205,COD_A2E857AC50,yakisoba cup 93,SCATOLAME SALATO,PREPARATI E PIATTI PRONTI,PREP PRIMI PIATTI,10,8.0,PZ,0.57,1.39,B051
13215,COD_27D82FC051,yog.alla greca ,FRESCHI,YOGURT,YOGURT FUNZIONALE,10,6.0,PZ,0.09,0.45,B146
13216,COD_6DB475F08C,yog.alla greca ,FRESCHI,YOGURT,YOGURT FUNZIONALE,10,6.0,PZ,1.27,1.65,B146
13217,COD_0F37634CD6,yog.alla greca ,FRESCHI,YOGURT,YOGURT FUNZIONALE,10,6.0,PZ,1.39,1.75,B146
13226,COD_AC62DDB482,bevanda succoso,BEVANDE,SUCCHI NETTARI E SPREMUTE,BEVANDE BASE FRUTTA 30-99%,22,12.0,PZ,-0.34,-0.11,B085
13227,COD_A9D497B6CD,salsa pronta 30,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,8.0,PZ,1.75,2.35,B001
13234,COD_005465BDC3,acqua 75cl push,BEVANDE,ACQUA,ACQUA NON GASSATA,22,6.0,PZ,0.66,0.99,B066
13239,COD_94E71D4A67,tonno supernatu,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO NATURALE,10,24.0,PZ,4.27,5.49,B045
13253,COD_473AF9F5CB,bisc.pastefroll,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,2.13,2.89,B015
13254,COD_9076186B22,bisc.cruschelle,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI INTEGRALI/MULTICEREALI,10,12.0,PZ,1.53,2.29,B015
13255,COD_EDBA4B3CFF,bisc.ciambelle ,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,1.52,2.29,B015
13256,COD_FCEBBECF33,bisc.bastoncini,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,1.94,2.69,B015
13257,COD_422F49F4EB,bisc.zuppole no,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,0.92,1.69,B015
13258,COD_3AE50E44D8,bisc.gocciolott,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,2.0,2.49,B015
13259,COD_031BEF1232,bisc.girandole ,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,2.8,3.29,B015
13260,COD_DDF128B0F2,bisc.allegre fa,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,2.4,2.89,B015
13283,COD_F6841A8868,tavoletta 99% e,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,18.0,PZ,3.69,5.09,B027
13290,COD_B4549DE39D,brodo pronto lt,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,6.0,PZ,0.98,1.79,B051
13291,COD_FB1860D772,brodo pronto lt,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,6.0,PZ,2.08,2.89,B051
13292,COD_44D49931C7,brodo pronto lt,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,6.0,PZ,1.89,2.69,B051
13293,COD_7880A20449,brodo pronto lt,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,6.0,PZ,0.78,1.59,B051
13294,COD_DFB2F68D33,classico 350g,FRESCHI,FORMAGGI BLS,FRESCHI INDUSTRIALI,04,16.0,PZ,3.52,4.59,B151
13295,COD_5CA04BD86F,senza lattosio ,FRESCHI,FORMAGGI BLS,FRESCHI INDUSTRIALI,04,12.0,PZ,2.25,3.49,B151
13305,COD_70DC01005A,fazzoletti prot,CURA PERSONA,IGIENICO SANITARI - COTONE E CARTA,FAZZOLETTI DI CARTA,22,20.0,PZ,1.9,2.75,B092
13307,COD_212AFACF2E,struc.occhi 125,CURA PERSONA,VISO,PULIZIA VISO DONNA,22,12.0,PZ,3.25,4.99,B123
13308,COD_5AF0741E00,"latte uht 0,1% ",FRESCHI,LATTICINI UHT ED ASSIMILABILI,LATTE UHT,04,6.0,PZ,0.29,0.49,B146
13309,COD_1349F8B2E9,latte ps uht bo,FRESCHI,LATTICINI UHT ED ASSIMILABILI,LATTE UHT,04,6.0,PZ,0.08,0.34,B035
13312,COD_AD9087652C,crema viso 50 m,CURA PERSONA,VISO,CURA VISO DONNA,22,6.0,PZ,3.86,5.9,B123
13313,COD_406E449AB6,deo roll on 50m,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,2.02,3.09,B123
13324,COD_BE91B2C9A4,stracchino 100g,FRESCHI,FORMAGGI BLS,CRESCENZA,04,12.0,PZ,0.92,1.69,B042
13330,COD_3E73405270,fazz. x10 extra,CURA PERSONA,IGIENICO SANITARI - COTONE E CARTA,FAZZOLETTI DI CARTA,22,16.0,PZ,0.3,1.19,B091
13338,COD_E76F79B95D,spazz. x1 junio,CURA PERSONA,IGIENE ORALE,SPAZZOLINI,22,12.0,PZ,2.64,3.79,B131
13355,COD_6F9B09AA4B,salmone 150g,FRESCHI,FORMAGGI BLS,FRESCHI INDUSTRIALI,04,10.0,PZ,2.29,2.99,B151
13357,COD_B7A3AA29EC,capsule a modo ,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,9.21,14.69,B076
13370,COD_DA333827AC,sgras.spray 625,CURA CASA,DETERGENTI SUPERFICI,PICCOLE SUPERFICI BAGNO,22,12.0,PZ,0.98,1.79,B086
13376,COD_30AD25F71C,salsa pronta 30,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SUGHI PRONTI E BASE,10,8.0,PZ,1.9,2.95,B001
13378,COD_ACEF7FC14D,caps comp.dolce,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,6.0,PZ,3.23,5.29,B078
13379,COD_AE7214D251,bisc.rusticotte,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI SALUTISTICI,10,12.0,PZ,2.02,2.59,B015
13380,COD_A79B5A3B51,bisc.gemmole 70,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI INTEGRALI/MULTICEREALI,10,12.0,PZ,2.41,2.99,B015
13381,COD_2B030C6623,bisc.saracene g,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI INTEGRALI/MULTICEREALI,10,12.0,PZ,2.9,3.39,B015
13388,COD_EEAEAFD461,trighetto n.333,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.49,1.89,B011
13389,COD_7B7CB2B19D,cubetto n.63 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.39,1.79,B011
13390,COD_FBB038FA70,quadrotto n.88 ,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.09,1.49,B011
13391,COD_784A584F65,caps intenso co,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,2.54,4.09,B077
13392,COD_EC5740F70B,caps forte comp,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,2.25,3.89,B077
13393,COD_EF32B6D415,caps classisco ,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,2.63,4.19,B077
13405,COD_CC671C2072,dent.prot.fam. ,CURA PERSONA,IGIENE ORALE,DENTIFRICI,22,24.0,PZ,1.15,1.79,B132
13410,COD_F6D76BACCE,passata di datt,SCATOLAME SALATO,DERIVATI DEL POMODORO,PASSATA DI POMODORO,04,12.0,PZ,0.77,1.39,B049
13439,COD_A53C4822C2,bibita twist pe,BEVANDE,BEVANDE GASSATE,COLA,22,12.0,PZ,0.83,1.09,B057
13444,COD_EBDCD7CE9B,cialde espresso,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE CACAO/LATT/ORZO,ORZO E SOSTITUTI CAFFE',10,4.0,PZ,2.57,4.09,B080
13488,COD_395EB60F85,filetti di tonn,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO NATURALE,10,12.0,PZ,3.73,5.39,B045
13489,COD_9EAA31DDC0,filetti tonno 1,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,12.0,PZ,3.59,4.69,B045
13490,COD_9B9BBAE43D,fazzoletti x10,CURA PERSONA,IGIENICO SANITARI - COTONE E CARTA,FAZZOLETTI DI CARTA,22,30.0,PZ,0.9,1.69,B092
13492,COD_153B9E79F7,yogurt magro 0%,FRESCHI,YOGURT,YOGURT MAGRO,10,5.0,PZ,0.27,0.59,B154
13493,COD_1AEC69DF25,yogurt seta 125,FRESCHI,YOGURT,YOGURT INTERO,10,10.0,PZ,0.44,0.89,B154
13494,COD_60F68609C9,yogurt seta 125,FRESCHI,YOGURT,YOGURT INTERO,10,10.0,PZ,0.33,0.79,B154
13497,COD_0CB1522191,tea 50fl,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,TEA,10,10.0,PZ,2.28,3.59,B073
13502,COD_060F404777,18 bastoncini 4,SURGELATI,SURGELATO PESCE,SURG. PESCE PREPARATO PANATO,10,12.0,PZ,2.77,4.89,B097
13503,COD_2F30B871F4,filetti di merl,SURGELATI,SURGELATO PESCE,SURGELATO PESCE NATURALE,10,12.0,PZ,4.92,7.99,B097
13504,COD_8792ACE4C9,energy 250ml la,BEVANDE,BEVANDE GASSATE,ENERGY DRINK,22,24.0,PZ,1.42,1.79,B060
13505,COD_74844D73D8,bibita zero 50c,BEVANDE,BEVANDE GASSATE,COLA,22,12.0,PZ,0.24,0.49,B057
13506,COD_EB9DE0DE61,energydrink 50c,BEVANDE,BEVANDE GASSATE,ENERGY DRINK,22,24.0,PZ,1.41,1.95,B062
13529,COD_E66BBC6A6A,merluzzo gratin,SURGELATI,SURGELATO PESCE,SURG. PESCE PREPARATO PANATO,10,10.0,PZ,2.45,4.49,B097
13530,COD_8B0D354245,merluzzo gratin,SURGELATI,SURGELATO PESCE,SURG. PESCE PREPARATO PANATO,10,10.0,PZ,2.55,4.59,B097
13531,COD_E315706913,merluzzo gratin,SURGELATI,SURGELATO PESCE,SURG. PESCE PREPARATO PANATO,10,10.0,PZ,3.62,5.59,B097
13543,COD_69A6947F4F,plumcake yogurt,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,15.0,PZ,1.07,1.69,B023
13547,COD_64FAE0FA7E,patatina 100g p,SCATOLAME SALATO,FUORI PASTO SALATI,PATATINE,10,20.0,PZ,0.2,0.99,B108
13548,COD_F156F74C38,brodo granulare,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,12.0,PZ,2.32,3.19,B052
13549,COD_F6A31A0CEA,brodo granulare,SCATOLAME SALATO,INSAPORITORI,PREPARATI PER BRODO E GELATINE,10,12.0,PZ,2.33,3.19,B052
13551,COD_E0B1E9B4D2,vellutata di ve,SCATOLAME SALATO,PREPARATI E PIATTI PRONTI,PREP PRIMI PIATTI,10,12.0,PZ,2.56,3.39,B052
13554,COD_05A797A815,zuppa tradizion,SCATOLAME SALATO,PREPARATI E PIATTI PRONTI,PREP PRIMI PIATTI,10,12.0,PZ,1.96,2.79,B052
13568,COD_225CF73427,dent.profes.sen,CURA PERSONA,IGIENE ORALE,DENTIFRICI,22,12.0,PZ,3.56,4.85,B131
13577,COD_0ECDDAB187,cialde crema&gu,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,4.0,PZ,7.55,11.19,B076
13578,COD_FEAB1C18CC,30 caps comp. n,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,2.0,PZ,4.41,7.59,B078
13579,COD_D0908FB842,capsule nespres,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,4.0,PZ,5.34,9.3,B078
13581,COD_92A2D70750,cuor cake limon,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,8.0,PZ,3.02,4.09,B012
13585,COD_45F2C05489,300g schiaccian,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,2.47,3.39,B012
13586,COD_3C6FB9EB2D,excellence 100%,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,18.0,PZ,1.97,3.59,B027
13598,COD_AE0C590B74,cremoso milk 15,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,6.0,PZ,1.19,1.69,B150
13599,COD_155892DD07,pappa reale plu,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,4.0,PZ,2.17,3.39,B150
13600,COD_4A0EBC66E1,mix bianco frut,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,6.0,PZ,-0.03,0.65,B150
13601,COD_6B0B4491B8,super burger 2x,SURGELATI,SURGELATO SALUTISTICO,SURGELATO S/G-S/L-VEG,10,10.0,PZ,3.04,4.49,B043
13616,COD_9C738D3611,biraghini snack,FRESCHI,FORMAGGI BLS,GRANA E SIMILI,04,10.0,PZ,2.04,2.79,B148
13617,COD_C56215A3C1,ricotta s/latto,FRESCHI,FORMAGGI BLS,FORMAGGI RICOTTA,04,6.0,PZ,0.84,1.59,B149
13626,COD_DF3E96D48F,formaggino mio ,FRESCHI,LATTICINI UHT ED ASSIMILABILI,FORMAGGI UHT E SIMILARI,04,16.0,PZ,2.61,4.49,B029
13627,COD_3808F3B1E5,spatzle con spi,FRESCHI,PASTA FRESCA,PASTA FRESCA NON RIPIENA,04,6.0,PZ,0.63,1.19,B145
13628,COD_6E0AE9DB53,gnocchi patate ,FRESCHI,PASTA FRESCA,PASTA FRESCA NON RIPIENA,04,6.0,PZ,1.03,2.19,B145
13629,COD_3553371C41,gnocchi pat rip,FRESCHI,PASTA FRESCA,PASTA FRESCA NON RIPIENA,10,6.0,PZ,1.78,3.09,B145
13630,COD_F41FA65C97,deterg.barba vi,CURA PERSONA,RASATURA/DEPILAZIONE,PREBARBA,22,6.0,PZ,5.08,8.29,B129
13631,COD_E6EF5E1271,olio da barba 3,CURA PERSONA,RASATURA/DEPILAZIONE,DOPOBARBA,22,6.0,PZ,6.06,9.29,B129
13647,COD_901D81BC7F,salsiccia lisci,MACELLERIA,SUINO,SUINO,10,2.0,KG,5.54,8.99,B133
13659,COD_C6F3A26114,patatine 175g s,SCATOLAME SALATO,FUORI PASTO SALATI,PATATINE,10,12.0,PZ,1.66,2.19,B108
13660,COD_2D36A8F8D4,maionese 395ml ,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,MAIONESE,10,10.0,PZ,1.95,3.59,B053
13661,COD_F25483CC29,ketchup 220ml -,SCATOLAME SALATO,SUGHI SALSE E CONDIMENTI,SALSE/SPALMABILI VEGETALI,10,10.0,PZ,1.63,2.39,B053
13663,COD_F519EF37AE,omog. 80gx2 len,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,1.83,2.49,B155
13669,COD_C6CB338FFA,latte benefit u,FRESCHI,LATTICINI UHT ED ASSIMILABILI,LATTE UHT,04,6.0,PZ,1.93,2.75,B146
13674,COD_957FC8313A,omog. 80gx2 fag,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,1.52,2.19,B155
13675,COD_97D226D58B,i paff zucca e ,SCATOLAME DOLCE,CIBO INFANZIA,BISCOTTI INFANZIA,10,5.0,PZ,1.37,1.79,B155
13676,COD_1722660DCA,i paff carota e,SCATOLAME DOLCE,CIBO INFANZIA,BISCOTTI INFANZIA,10,5.0,PZ,0.15,0.59,B155
13689,COD_D3C53A4AC9,spiedini di sui,MACELLERIA,SUINO,SUINO ATM,10,4.0,KG,7.8,10.7,B135
13690,COD_FEC1E76E59,salsicciotto su,MACELLERIA,SUINO,SUINO,10,2.0,KG,5.94,10.4,B135
13691,COD_A7531B885B,cotoletta pollo,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,4.0,KG,5.04,7.6,B135
13692,COD_7E4F2F86C9,birbe pollo 1kg,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,4.0,KG,6.95,9.4,B135
13693,COD_AF5D0D5675,ortaiole spinac,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,4.0,KG,5.02,7.1,B135
13694,COD_F45484F747,cordon bleu max,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,4.0,KG,4.6,7.1,B135
13695,COD_C24F70930D,spiedini sottil,MACELLERIA,POLLAME,ELABORATI CRUDI POLLAME,10,6.0,PZ,1.95,3.4,B135
13696,COD_E6EC9F615F,hamburger x4 40,MACELLERIA,POLLAME,ELABORATI CRUDI POLLAME,10,6.0,PZ,3.46,5.79,B135
13697,COD_AFDBBB1842,hamburger tacch,MACELLERIA,TACCHINO,ELABORATI TACCHINO,10,8.0,PZ,1.66,2.19,B135
13698,COD_C3D198B028,hamburger delic,MACELLERIA,POLLAME,ELABORATI CRUDI POLLAME,10,8.0,PZ,1.21,1.59,B135
13699,COD_D07CBB8215,macinato di tac,MACELLERIA,TACCHINO,ELABORATI TACCHINO,10,6.0,PZ,0.96,2.2,B135
13700,COD_F8778D8570,buona domenica ,MACELLERIA,TACCHINO,ELABORATI TACCHINO,10,4.0,PZ,2.41,5.2,B135
13701,COD_B0F4C8E300,buona domenica ,MACELLERIA,TACCHINO,ELABORATI TACCHINO,10,4.0,PZ,4.95,7.5,B135
13702,COD_7D67835F6E,buona domenica ,MACELLERIA,TACCHINO,ELABORATI TACCHINO,10,4.0,PZ,4.05,7.6,B135
13703,COD_106D2CED35,polpettine tacc,MACELLERIA,TACCHINO,ELABORATI TACCHINO,10,8.0,PZ,1.88,3.1,B135
13704,COD_51645E0B6D,cricche pollo d,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,9.0,PZ,0.93,1.79,B135
13705,COD_F9F2D1EFE8,spinacetta poll,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,10.0,PZ,0.73,1.09,B135
13706,COD_3C8F4E5BA9,cordon bleu x2 ,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,10.0,PZ,0.93,1.79,B135
13707,COD_FEC2D490BC,cotoletta pollo,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,6.0,PZ,0.77,1.69,B135
13708,COD_DDA69BE707,cotoletta crocc,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,8.0,PZ,0.93,1.69,B135
13709,COD_60BD25FAAF,gran burger pol,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,8.0,PZ,2.86,4.19,B135
13710,COD_748C74297C,cotoletta pollo,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,8.0,PZ,1.46,2.99,B135
13711,COD_E75119EA39,filetto impanat,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,8.0,PZ,3.17,4.6,B135
13712,COD_2D2592789E,birbe di pollo ,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,6.0,PZ,1.45,2.69,B135
13713,COD_5703123F30,jambleu x4 260g,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,6.0,PZ,2.11,2.69,B135
13714,COD_BE2E99D9AC,pollo fritto 10,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,8.0,PZ,1.81,3.29,B135
13715,COD_D2581531A7,ortaiole spinac,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,6.0,PZ,1.7,3.2,B135
13716,COD_95C0986A5B,cordon bleu x2 ,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,6.0,PZ,1.42,2.89,B135
13717,COD_0AAAD7AAE6,cotoletta pollo,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,7.0,PZ,4.2,6.5,B135
13718,COD_B11F65F6CB,birbe di pollo ,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,7.0,PZ,3.56,6.7,B135
13719,COD_81D1C91539,ortaiole spinac,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,7.0,PZ,2.91,5.6,B135
13720,COD_FB9D27EB3C,cordon bleu x4 ,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,7.0,PZ,3.8,6.1,B135
13721,COD_659001647A,cotoletta pollo,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,4.0,KG,4.33,6.3,B135
13722,COD_F36063B2F2,birbe di pollo ,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,4.0,KG,4.24,7.7,B135
13723,COD_0A153EFE29,ortaiole spinac,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,4.0,KG,4.75,7.1,B135
13724,COD_AF3E0E8F18,"cordon bleu 1,1",MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,4.0,KG,4.41,7.2,B135
13726,COD_F1D55AFDCF,alette piccanti,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,6.0,PZ,2.04,3.79,B135
13728,COD_6181C7C43E,tagliata petto ,MACELLERIA,POLLAME,ELABORATI COTTI POLLAME,10,8.0,PZ,3.62,5.69,B135
13731,COD_C6DF88DD8F,hamburger pollo,MACELLERIA,POLLAME,ELABORATI CRUDI POLLAME,10,8.0,PZ,2.43,4.3,B135
13734,COD_EE514435FE,cricche pollo d,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,1.88,3.6,B135
13737,COD_3CE9F0C865,hamburger di co,MACELLERIA,CONIGLIO,CONIGLIO ANONIMO,10,6.0,PZ,1.77,2.09,B134
13738,COD_1BE87AC578,hamburger pollo,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,1.6,2.69,B134
13740,COD_EFE8E41843,spiedini pollo ,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,KG,8.56,14.1,B134
13741,COD_2CBBCDCA15,mini spiedino d,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,2.09,4.1,B134
13742,COD_57B475B0AB,salsiccia di po,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,2.39,3.69,B134
13745,COD_9EF663E1EA,salsiccia suino,MACELLERIA,SUINO,SUINO ATM,10,8.0,PZ,1.64,3.3,B134
13746,COD_B3378161F8,i mini burger d,MACELLERIA,SUINO,SUINO ATM,10,6.0,PZ,1.13,2.7,B134
13747,COD_49C418B170,gusto rolli sui,MACELLERIA,SUINO,SUINO ATM,10,3.0,PZ,4.93,7.19,B134
13749,COD_5138BFC623,cotoletta pollo,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,2.1,3.29,B134
13750,COD_F3494D633A,cotoletta pollo,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,2.1,3.29,B134
13752,COD_6921C776AC,hamburger suino,MACELLERIA,SUINO,SUINO ATM,10,6.0,PZ,2.08,3.1,B134
13755,COD_2A4CFB5A19,mini spiedino d,MACELLERIA,SUINO,SUINO ATM,10,6.0,PZ,2.9,5.0,B134
13756,COD_47B7B4591A,arrostici' suin,MACELLERIA,SUINO,SUINO ATM,10,6.0,PZ,4.68,6.8,B134
13757,COD_C2055F1A0B,tramezzino pros,MACELLERIA,SUINO,SUINO ATM,10,6.0,PZ,2.0,3.1,B134
13758,COD_F6ABD57F1C,cotolette pollo,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,4.0,PZ,3.36,5.7,B134
13760,COD_3BCA55203D,cordon bleu gus,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,4.0,PZ,3.63,6.3,B134
13761,COD_02D79CA06D,bocconcini poll,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,4.0,PZ,3.41,5.6,B134
13762,COD_148A6B6FDF,cordon blue gus,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,2.75,5.0,B134
13763,COD_B4DE022A40,cotoletta pollo,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,4.0,PZ,4.05,5.6,B134
13764,COD_8C2925CDDC,cotoletta pollo,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,4.0,PZ,2.85,4.4,B134
13766,COD_1FE5B85569,cordon bleu gr.,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,6.0,PZ,2.55,4.4,B134
13767,COD_5A15328136,crocchette poll,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,8.0,PZ,1.49,2.99,B134
13768,COD_CC6E3E111C,cotoletta spina,MACELLERIA,POLLAME,POLLAME ANONIMO E MARCA,10,12.0,PZ,0.78,1.29,B134
